ROL;NOMBRE;DIRECCI”N;GIRO;TIO PAPENTE
57443;MARCELA† UGALDE VARGAS;ARAUCO 343;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
57444;INMOBILIARIA LOS CANALES LTDA;CAMINO PUCON VILLARRICA C/ AVDA. ALICURA N∞†;COMPRAVENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INM. PROPIOS O ARRENDADOS;COMERCIALES
57445;DORIS DEL CARMEN SOTO SANCHEZ;MIGUEL ANSORENA† 221 LOC C†;ORFEBRERIA;COMERCIALES
57446;ANA PATRICIA GOMEZ TORRES;FRESIA 440 B;VTA PRODUC ORGANICOS† NATURALES Y GOURMET† VTA ART† DECORACION VTA LIBROS;COMERCIALES
57448;NAZARIT TRONCOSO NICOLE LIZETTE;GENERAL URRUTIA† 235 LOCAL 3;ARTESANIA;COMERCIALES
57449;COMERCIAL† BEST HIKE LTDA;FRESIA 275 LOC 6;IMPORTADORA DE ARTICULOS DEPORTIVOS;COMERCIALES
57450;TECNOLOGIA Y PUBLICIDAD NOCETTI LIMITADA;FRESIA 275 LOC 3;VENTA ARTICULOS DE COMPUTACION Y COMUNICACION;COMERCIALES
57451;CARTES ALESSANDRINI DANITZA;GENERAL URRUTIA† 235 LOC 1;ARTESANIAS;COMERCIALES
57452;MARIA EUGENIA SAEZ OLIVARES;BRASIL† 430;ESTABLECIMIENTOS DE COMIDA RAPIDA;COMERCIALES
57453;OPTICA E INMOBILIARIA VILLARRICA SOCIEDAD LIMITADA;LINCOYAN† 396;COMERCIO AL POR MENOR DE ARTICULOS OPTICOS;COMERCIALES
57454;PAULA FERNANDEZ MARIA YENNY;MIGUEL ANSORENA† 221 D;ARTESANIA Y BAZAR;COMERCIALES
57455;COSMETICAS E INSTRUMENTOS LTDA;GENERAL URRUTIA† 235 L 7;VENTA AL POR MENOR DE ARTICULOS DE TOCADOR Y COSMETICOS;COMERCIALES
57456;COSMETICAS E INSTRUMENTOS LTDA;GENERAL URRUTIA† 255 L7;VENTA AL POR MENOR DE ARTICULOS DE TOCADOR Y COSMETICOS;COMERCIALES
57458;VIDAL MARTEN GLADYS NATIVIDAD;BRASIL† 324 OF 1;JOYERIA;COMERCIALES
57459;SOCIEDAD DE INVERSIONES SECRETOS DEL BOSQUE LIMITADA;CAMINO AL VOLCAN† PARC 2 KM 6. ZANJON†;PARQUE DE ENTRETENCIONES Y VENTA DE ARTESANIA;COMERCIALES
57460;PAMELA FRANCISCA BARRIOS ASTUDILLO;MIGUEL ANSORENA† 335 B;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
214436;HECTOR D. BIANCHI CUEROS EXC. B.AIRES EIRL;FRESIA 275 LOCAL5;VENTA ARTICULOS DE CUERO Y ACCESORIOS;COMERCIALES
714120;CATALINA BEATRIZ† DIAZ CISTERNAS;GENERAL URRUTIA† 235 LOC 5;FABRICACION Y VENTA DE JOYAS Y PRODUCTOS CONEXOS;COMERCIALES
771612;JUAN PABLO BOCK ALLIENDE;CAMINO AL VOLCAN† KM 6.0;MUEBLERIA;COMERCIALES
772024;MARCHANT SAN MARTIN MARIA REBECA Y OTRA;PEDRO DE VALDIVIA 333;DECORACION REGALOS Y BAZAR;COMERCIALES
7714064;CONSTRUCTORA AUSTRAL LIMITADA;PASAJE ESPERANZA 109;OFICINA ADMINISTRATIVA CONSTRUCCION;COMERCIALES
22914;FERNANDA ROSARIO† HENRIQUEZ GOMEZ;CAUPOLICAN† 240 B;ARTESANIA† BAZAR Y ARTICULOS DEPORTIVOS (MEF);COMERCIALES LEY 19749
22923;BERNARDITA DE LOURDES AGUILAR TRIVI—O;PALGUIN 582 LOC 1†;BAZAR Y VENTA DE ROPA AMERICANA;COMERCIALES LEY 19749
22924;CLAUDIO GASTON ARRIAGADA POBLETE;CAMINO INTERNACIONAL PJE PADRE PANCHO† KM;VENTAS DE MUEBLES (MEF);COMERCIALES LEY 19749
22925;HILDA ESTER CURILEF† ESPARZA;CAMINO PUCON- CABURGUA QUETROLEUFU SN†;CAMPING (MEF);COMERCIALES LEY 19749
22926;MARIA CEFERINA CASIANO CARINAO;PASAJE LOS ALERCES 1365;PROVISIONES Y VENTA DE PAPAS FRITAS (MEF);COMERCIALES LEY 19749
22927;JOAQUIN CIFUENTES VASQUEZ;CAMINO A HUIFE KM 27;CAMPING (MEF);COMERCIALES LEY 19749
22932;TRANSPORTE DE CARGA KARINA† NOELIA MU—OZ† GARCIA;VRTE. INTERNACIONAL 1725;VENTA DE FRUTAS Y VERDURAS (MEF);COMERCIALES LEY 19749
22935;CAROLAY† ELENA LADO† RIVAS;LAS AMAPOLAS 363;PASTELERIA (MEF);COMERCIALES LEY 19749
22942;FABRICIO GUIDO LOPEZ CIALLELLA;COLO COLO 455;COMIDA AL PASO (MEF);COMERCIALES LEY 19749
22943;CARRASCO OLAVE MIGUEL ANGEL;PALGUIN 945;VENTA DE CARBON Y LE—A (MEF);COMERCIALES LEY 19749
22948;LUZ GLORIA CASTILLO MORALES;CAUPOLICAN† 240 B;MINIMARCKET Y GELATERIA (MEF);COMERCIALES LEY 19749
22949;ANGELICA DENISSE AYALEF AYALEF;CAMINO PUCON- CABURGUA KM 15;COMIDA AL PASO (MEF);COMERCIALES LEY 19749
22950;VALLEJOS CERDA VICTOR MANUEL;CAMINO INTERNACIONAL 1715;TALLER DE REPACI”N DE BICICLETAS Y VENTA DE REPUESTOS Y ACCESORIOS (MEF);COMERCIALES LEY 19749
22952;ISABEL DEL CAMEN ULLOA POBLETE;MIGUEL ANSORENA† 299;COMIDA AL PASO (MEF);COMERCIALES LEY 19749
22961;HUGO JUAN LUIS ARAVENA VILLAGRAN;PALGUIN 136;HOSPEDAJE(MEF);COMERCIALES LEY 19749
22962;KAREN VAASQUEZ† BUSTOS;PALGUIN 675;LAVANDERIA† Y SERVICIOS TURISTICOS (MEF);COMERCIALES LEY 19749
22963;PALERMINO POBLETE JOSE LUIS;PALGUIN 695;HOSPEDAJE (MEF);COMERCIALES LEY 19749
22983;GINO MORECCHIO VILCHES TURISMO VOLCANO E.I.R.L.;CAMINO AL VOLCAN† KM. 2.5;TRANSPORTE DE TURISMO ARRIENDO COMPRA Y VENTA ARTICULOS DEPORTIVOS (MEF);COMERCIALES LEY 19749
